slot,tbox,site,col_x,row_y,GOF,thickness,x,y,radius
10,TBOX3,21,1,2,0.982,3404.31,16.508,54.795,57.22766891
10,TBOX3,22,3,2,0.984,3332.84,64.392,54.805,84.55718591
10,TBOX3,23,5,2,0.98,3565.64,112.288,54.781,124.9381963
10,TBOX3,24,6,2,0.919,5243.47,136.238,54.784,146.8403191
10,TBOX3,25,-5,1,0.98,3530.01,-127.156,25.329,129.6541807
10,TBOX3,26,-4,1,0.984,3498.34,-103.208,25.321,106.2687363
10,TBOX3,27,-2,1,0.983,3386.02,-55.314,25.317,60.83246736
10,TBOX3,28,0,1,0.975,3660.14,-7.436,25.315,26.38452806
10,TBOX3,29,2,1,0.979,3508.18,40.448,25.319,47.71889002
10,TBOX3,30,4,1,0.983,3371.38,88.34,25.298,91.89093755
10,TBOX3,31,6,1,0.973,3510.93,136.242,25.312,138.5733737
10,TBOX3,32,-5,0,0.981,3537.19,-127.159,-4.16,127.2270289
10,TBOX3,33,-3,0,0.984,3332.47,-79.262,-4.169,79.37156421
10,TBOX3,34,-1,0,0.976,3640.35,-31.384,-4.163,31.6589012
10,TBOX3,35,1,0,0.974,3696.75,16.508,-4.159,17.02384636
10,TBOX3,36,3,0,0.981,3381.14,64.399,-4.185,64.53483885
10,TBOX3,37,5,0,0.98,3543.9,112.294,-4.169,112.371362
10,TBOX3,38,6,0,0.973,3495.05,136.242,-4.153,136.3052823
10,TBOX3,39,-5,-1,0.981,3517.73,-127.159,-33.639,131.5332414
10,TBOX3,40,-4,-1,0.984,3519.78,-103.21,-33.651,108.55733
10,TBOX3,41,-2,-1,0.982,3396.3,-55.338,-33.647,64.7643023
10,TBOX3,42,0,-1,0.976,3631.25,-7.442,-33.641,34.45432114
10,TBOX3,43,2,-1,0.979,3465.41,40.462,-33.661,52.63303492
10,TBOX3,44,4,-1,0.982,3389.07,88.353,-33.647,94.54297022
10,TBOX3,45,6,-1,0.97,3485.3,136.232,-33.631,140.3217802
10,TBOX3,46,-5,-2,0.978,3591.52,-127.16,-63.129,141.9680818
10,TBOX3,47,-3,-2,0.985,3437.78,-79.286,-63.128,101.3479856
10,TBOX3,48,-1,-2,0.983,3385.95,-31.389,-63.124,70.49757937
10,TBOX3,49,1,-2,0.982,3366.41,16.514,-63.14,65.26386286
10,TBOX3,50,3,-2,0.982,3376.94,64.409,-63.119,90.18052696
10,TBOX3,51,5,-2,0.976,3563.44,112.288,-63.104,128.8049291
10,TBOX3,52,-4,-3,0.978,3512.94,-103.237,-92.604,138.6844583
10,TBOX3,53,-2,-3,0.984,3540.58,-55.338,-92.609,107.8829047
10,TBOX3,54,0,-3,0.985,3390.82,-7.428,-92.624,92.92136762
10,TBOX3,55,2,-3,0.984,3419.37,40.464,-92.603,101.0576613
10,TBOX3,56,4,-3,0.976,3579.17,88.342,-92.581,127.96699
10,TBOX3,57,5,-3,0.944,3737.64,112.28,-92.566,145.5172249
10,TBOX3,58,-3,-4,0.971,3835.15,-79.29,-122.082,145.5710096
10,TBOX3,59,-2,-4,0.978,3579.31,-55.336,-122.108,134.0613164
10,TBOX3,60,-1,-4,0.981,3580.01,-31.38,-122.104,126.0717701
10,TBOX3,61,0,-4,0.981,3582.96,-7.43,-122.098,122.3238591
10,TBOX3,62,1,-4,0.981,3580.9,16.518,-122.085,123.1973683
10,TBOX3,63,2,-4,0.978,3558.67,40.462,-122.079,128.6097029
10,TBOX3,64,3,-4,0.97,3578.2,64.392,-122.063,138.0061797
11,TBOX4,1,-1,5,0.991,5479.86,-31.291,143.254,146.631631
11,TBOX4,2,0,5,0.992,5411.83,-7.351,143.243,143.4314967
11,TBOX4,3,1,5,0.993,5359.37,16.597,143.234,144.1923686
11,TBOX4,4,-3,4,0.992,5430.07,-79.179,113.769,138.6098821
11,TBOX4,5,-2,4,0.994,5451.8,-55.233,113.766,126.4649637
11,TBOX4,6,-1,4,0.996,5506.96,-31.295,113.754,117.980293
11,TBOX4,7,0,4,0.996,5526.44,-7.35,113.754,113.9912059
11,TBOX4,8,1,4,0.996,5532.98,16.596,113.755,114.9592417
11,TBOX4,9,2,4,0.996,5505.98,40.535,113.744,120.7509162
11,TBOX4,10,3,4,0.994,5455.36,64.47,113.748,130.7478046
11,TBOX4,11,4,4,0.991,5588.36,88.403,113.746,144.0598588
11,TBOX4,12,-4,3,0.991,5451.01,-103.123,84.291,133.1890604
11,TBOX4,13,-2,3,0.996,5474.84,-55.236,84.272,100.7610325
11,TBOX4,14,0,3,0.998,5427.68,-7.347,84.266,84.58567943
11,TBOX4,15,2,3,0.997,5414.06,40.525,84.268,93.50599686
11,TBOX4,16,4,3,0.993,5573.32,88.408,84.272,122.1382186
11,TBOX4,17,5,3,0.986,5509.27,112.351,84.268,140.4416001
11,TBOX4,18,-5,2,0.989,5403.03,-127.073,54.805,138.3876272
11,TBOX4,19,-3,2,0.997,5519.65,-79.184,54.794,96.2937604
11,TBOX4,20,-1,2,0.997,5530.48,-31.292,54.787,63.09361801
11,TBOX4,21,1,2,0.998,5497.73,16.581,54.783,57.23728374
11,TBOX4,22,3,2,0.997,5429.25,64.463,54.792,84.60284648
11,TBOX4,23,5,2,0.992,5541.82,112.36,54.768,124.9972137
11,TBOX4,25,-5,1,0.992,5483.82,-127.083,25.321,129.5810246
11,TBOX4,26,-4,1,0.997,5552,-103.131,25.309,106.1910949
11,TBOX4,27,-2,1,0.998,5532.81,-55.239,25.304,60.75886386
11,TBOX4,28,0,1,0.995,5749.72,-7.361,25.304,26.35292654
11,TBOX4,29,2,1,0.997,5579,40.517,25.308,47.77156218
11,TBOX4,30,4,1,0.996,5434.44,88.418,25.284,91.96207577
11,TBOX4,31,6,1,0.988,5455.67,136.315,25.302,138.6433209
11,TBOX4,32,-5,0,0.994,5514.53,-127.086,-4.174,127.1545267
11,TBOX4,33,-3,0,0.998,5481.79,-79.191,-4.18,79.30124136
11,TBOX4,34,-1,0,0.996,5753.45,-31.315,-4.174,31.59195311
11,TBOX4,35,1,0,0.995,5766.66,16.581,-4.17,17.09732321
11,TBOX4,36,3,0,0.997,5486.62,64.474,-4.198,64.61052453
11,TBOX4,37,5,0,0.994,5549.03,112.368,-4.178,112.4456451
11,TBOX4,38,6,0,0.988,5463.94,136.315,-4.164,136.3785838
11,TBOX4,39,-5,-1,0.994,5412.67,-127.085,-33.654,131.4655428
11,TBOX4,40,-4,-1,0.996,5522.81,-103.136,-33.666,108.4916313
11,TBOX4,41,-2,-1,0.997,5532.8,-55.263,-33.662,64.70803206
11,TBOX4,42,0,-1,0.995,5717.37,-7.37,-33.654,34.45154011
11,TBOX4,43,2,-1,0.998,5581,40.533,-33.67,52.69338658
11,TBOX4,44,4,-1,0.996,5445.83,88.427,-33.66,94.6167529
11,TBOX4,45,6,-1,0.988,5386.58,136.302,-33.64,140.3918972
11,TBOX4,46,-5,-2,0.994,5359.01,-127.088,-63.14,141.9084893
11,TBOX4,47,-3,-2,0.996,5503.24,-79.21,-63.141,101.2966435
11,TBOX4,48,-1,-2,0.996,5549.01,-31.316,-63.138,70.47764823
11,TBOX4,49,1,-2,0.995,5535.7,16.589,-63.156,65.2983557
11,TBOX4,50,3,-2,0.996,5416.63,64.483,-63.133,90.24318799
11,TBOX4,51,5,-2,0.991,5432.74,112.362,-63.116,128.8753215
11,TBOX4,52,-4,-3,0.992,5332.83,-103.164,-92.618,138.6394779
11,TBOX4,53,-2,-3,0.994,5572.01,-55.263,-92.62,107.8538992
11,TBOX4,54,0,-3,0.994,5474.03,-7.356,-92.638,92.92959582
11,TBOX4,55,2,-3,0.993,5461.23,40.535,-92.614,101.096188
11,TBOX4,56,4,-3,0.99,5408.6,88.413,-92.592,128.0239705
11,TBOX4,57,5,-3,0.988,5412.49,112.353,-92.578,145.5811894
11,TBOX4,58,-3,-4,0.987,5559.08,-79.216,-122.095,145.5416218
11,TBOX4,59,-2,-4,0.988,5469.17,-55.263,-122.12,134.0421336
11,TBOX4,60,-1,-4,0.99,5547.05,-31.307,-122.117,126.0662125
11,TBOX4,61,0,-4,0.991,5526.23,-7.355,-122.111,122.332303
11,TBOX4,62,1,-4,0.991,5519.84,16.593,-122.096,123.2183463
11,TBOX4,63,2,-4,0.989,5412.45,40.536,-122.09,128.6434429
11,TBOX4,64,3,-4,0.988,5320.31,64.463,-122.076,138.0508173
11,TBOX3,1,-1,5,0.961,3934.22,-31.411,143.255,146.6582625
11,TBOX3,2,0,5,0.958,3864.8,-7.471,143.244,143.4386955
11,TBOX3,3,1,5,0.961,3804.4,16.476,143.234,144.1784912
11,TBOX3,4,-3,4,0.964,3837.37,-79.297,113.771,138.6789625
11,TBOX3,5,-2,4,0.98,3661.45,-55.353,113.766,126.5174192
11,TBOX3,6,-1,4,0.982,3677.42,-31.413,113.758,118.0155038
11,TBOX3,7,0,4,0.984,3691.28,-7.471,113.757,114.0020653
11,TBOX3,8,1,4,0.983,3702.06,16.476,113.756,114.942969
11,TBOX3,9,2,4,0.982,3718.99,40.416,113.746,120.7129056
11,TBOX3,10,3,4,0.98,3669.33,64.349,113.749,130.6890539
11,TBOX3,11,4,4,0.964,4015.61,88.283,113.747,143.9870414
11,TBOX3,12,-4,3,0.974,3723.4,-103.245,84.293,133.2848074
11,TBOX3,13,-2,3,0.987,3606.12,-55.357,84.273,100.8282499
11,TBOX3,14,0,3,0.986,3499.85,-7.47,84.267,84.59744789
11,TBOX3,15,2,3,0.986,3544.07,40.406,84.272,93.45809125
11,TBOX3,16,4,3,0.98,3756.58,88.288,84.272,122.0513864
11,TBOX3,17,5,3,0.969,3829.1,112.232,84.27,140.347621
11,TBOX3,18,-5,2,0.964,3811.35,-127.193,54.805,138.4978241
11,TBOX3,19,-3,2,0.986,3620.44,-79.303,54.798,96.39391378
11,TBOX3,20,-1,2,0.983,3602.09,-31.413,54.787,63.15371674
11,TBOX3,21,1,2,0.982,3601.34,16.46,54.784,57.20330634
11,TBOX3,22,3,2,0.987,3519.37,64.343,54.793,84.51209676
11,TBOX3,23,5,2,0.98,3731.75,112.239,54.771,124.8897736
11,TBOX3,24,6,2,0.959,4134.68,136.194,54.773,146.7953922
11,TBOX3,25,-5,1,0.976,3710.24,-127.203,25.321,129.6987134
11,TBOX3,26,-4,1,0.984,3706.82,-103.255,25.308,106.3112877
11,TBOX3,27,-2,1,0.985,3622.15,-55.361,25.306,60.87063296
11,TBOX3,28,0,1,0.974,3836.79,-7.482,25.304,26.3869805
11,TBOX3,29,2,1,0.98,3662.34,40.397,25.309,47.67035861
11,TBOX3,30,4,1,0.986,3579.23,88.296,25.288,91.84588483
11,TBOX3,31,6,1,0.97,3783.32,136.195,25.303,138.5255205
11,TBOX3,32,-5,0,0.978,3726.57,-127.205,-4.173,127.2734299
11,TBOX3,33,-3,0,0.987,3574.76,-79.311,-4.179,79.42102217
11,TBOX3,34,-1,0,0.976,3820.1,-31.433,-4.175,31.70905413
11,TBOX3,35,1,0,0.973,3844.78,16.46,-4.17,16.98000294
11,TBOX3,36,3,0,0.984,3576.24,64.353,-4.195,64.48958547
11,TBOX3,37,5,0,0.979,3730.29,112.247,-4.177,112.3246916
11,TBOX3,38,6,0,0.972,3752.9,136.195,-4.164,136.2586398
11,TBOX3,39,-5,-1,0.978,3653.67,-127.206,-33.654,131.5825146
11,TBOX3,40,-4,-1,0.984,3686.53,-103.257,-33.663,108.6057347
11,TBOX3,41,-2,-1,0.986,3578.05,-55.383,-33.661,64.81002708
11,TBOX3,42,0,-1,0.979,3760.02,-7.491,-33.651,34.47469916
11,TBOX3,43,2,-1,0.981,3650.97,40.413,-33.669,52.60049553
11,TBOX3,44,4,-1,0.984,3592.3,88.308,-33.656,94.50412266
11,TBOX3,45,6,-1,0.963,3811.6,136.182,-33.636,140.2744368
11,TBOX3,46,-5,-2,0.967,3798.48,-127.208,-63.139,142.0155223
11,TBOX3,47,-3,-2,0.986,3636.92,-79.33,-63.141,101.3905064
11,TBOX3,48,-1,-2,0.988,3571.69,-31.435,-63.134,70.52702447
11,TBOX3,49,1,-2,0.986,3583.08,16.469,-63.156,65.26797298
11,TBOX3,50,3,-2,0.985,3550.41,64.363,-63.133,90.15748143
11,TBOX3,51,5,-2,0.977,3696.43,112.241,-63.115,128.7693492
11,TBOX3,52,-4,-3,0.973,3661.72,-103.283,-92.619,138.7287182
11,TBOX3,53,-2,-3,0.984,3704.44,-55.387,-92.619,107.9166295
11,TBOX3,54,0,-3,0.988,3571.34,-7.476,-92.639,92.94016837
11,TBOX3,55,2,-3,0.985,3590.98,40.415,-92.613,101.0472167
11,TBOX3,56,4,-3,0.977,3683,88.293,-92.591,127.9404046
11,TBOX3,57,5,-3,0.897,3977.72,112.231,-92.575,145.485147
11,TBOX3,58,-3,-4,0.958,4020.27,-79.337,-122.095,145.6075156
11,TBOX3,59,-2,-4,0.976,3702.93,-55.385,-122.121,134.0933886
11,TBOX3,60,-1,-4,0.979,3724.88,-31.427,-122.117,126.0960666
11,TBOX3,61,0,-4,0.98,3723.48,-7.476,-122.11,122.3386393
11,TBOX3,62,1,-4,0.98,3707.03,16.473,-122.096,123.2022441
11,TBOX3,63,2,-4,0.978,3670.99,40.414,-122.088,128.6031537
11,TBOX3,64,3,-4,0.969,3716.19,64.345,-122.073,137.9931026
12,TBOX4,1,-1,5,0.992,5422.25,-31.434,143.248,146.6563529
12,TBOX4,2,0,5,0.991,5417.69,-7.493,143.237,143.4328526
12,TBOX4,3,1,5,0.992,5328.69,16.453,143.231,144.1728843
12,TBOX4,4,-3,4,0.994,5217.86,-79.321,113.765,138.6877654
12,TBOX4,5,-2,4,0.996,5282.49,-55.376,113.76,126.5220889
12,TBOX4,6,-1,4,0.997,5309,-31.436,113.75,118.013917
12,TBOX4,7,0,4,0.997,5338.7,-7.493,113.75,113.9965243
12,TBOX4,8,1,4,0.997,5328.45,16.452,113.748,114.9316136
12,TBOX4,9,2,4,0.997,5361.66,40.393,113.742,120.7014375
12,TBOX4,10,3,4,0.994,5284.47,64.328,113.742,130.672622
12,TBOX4,11,4,4,0.991,5296.21,88.262,113.74,143.9686363
12,TBOX4,12,-4,3,0.994,5228.37,-103.266,84.286,133.2966487
12,TBOX4,13,-2,3,0.998,5307.5,-55.379,84.268,100.8361516
12,TBOX4,14,0,3,0.998,5248.79,-7.492,84.262,84.59441298
12,TBOX4,15,2,3,0.998,5274.25,40.386,84.262,93.4404283
12,TBOX4,16,4,3,0.992,5382.42,88.265,84.265,122.0299162
12,TBOX4,17,5,3,0.988,5346.69,112.209,84.264,140.3256262
12,TBOX4,18,-5,2,0.991,5188.54,-127.215,54.801,138.516446
12,TBOX4,19,-3,2,0.998,5315.19,-79.324,54.79,96.40664436
12,TBOX4,20,-1,2,0.998,5346.16,-31.432,54.78,63.15709797
12,TBOX4,21,1,2,0.997,5299.95,16.437,54.778,57.19094555
12,TBOX4,22,3,2,0.997,5257.25,64.319,54.788,84.49058353
12,TBOX4,23,5,2,0.992,5347.71,112.217,54.766,124.8678095
12,TBOX4,25,-5,1,0.994,5298.45,-127.224,25.314,129.7179431
12,TBOX4,26,-4,1,0.997,5365.84,-103.278,25.304,106.3326747
12,TBOX4,27,-2,1,0.998,5380.33,-55.383,25.299,60.88773349
12,TBOX4,28,0,1,0.997,5598.51,-7.506,25.3,26.38996089
12,TBOX4,29,2,1,0.997,5399.61,40.377,25.302,47.64969394
12,TBOX4,30,4,1,0.997,5259.07,88.274,25.28,91.82253251
12,TBOX4,31,6,1,0.989,5273.22,136.173,25.296,138.5026121
12,TBOX4,32,-5,0,0.995,5355.83,-127.227,-4.179,127.2956149
12,TBOX4,33,-3,0,0.999,5282.28,-79.33,-4.186,79.4403644
12,TBOX4,34,-1,0,0.997,5586.83,-31.454,-4.182,31.73079325
12,TBOX4,35,1,0,0.996,5628.42,16.438,-4.177,16.96040014
12,TBOX4,36,3,0,0.997,5306.24,64.332,-4.202,64.46908583
12,TBOX4,37,5,0,0.993,5397.66,112.224,-4.185,112.3020053
12,TBOX4,38,6,0,0.988,5262.3,136.17,-4.17,136.233835
12,TBOX4,39,-5,-1,0.995,5284.68,-127.229,-33.659,131.6060284
12,TBOX4,40,-4,-1,0.997,5357.55,-103.278,-33.67,108.6278702
12,TBOX4,41,-2,-1,0.998,5348.87,-55.407,-33.666,64.83313354
12,TBOX4,42,0,-1,0.996,5526.86,-7.513,-33.656,34.4843661
12,TBOX4,43,2,-1,0.998,5379.32,40.391,-33.678,52.58935791
12,TBOX4,44,4,-1,0.996,5280.18,88.286,-33.665,94.48677167
12,TBOX4,45,6,-1,0.988,5129.5,136.161,-33.644,140.2559683
12,TBOX4,46,-5,-2,0.995,5269.27,-127.232,-63.145,142.0396876
12,TBOX4,47,-3,-2,0.996,5332.92,-79.354,-63.147,101.4130215
12,TBOX4,48,-1,-2,0.997,5335.38,-31.458,-63.144,70.54622952
12,TBOX4,49,1,-2,0.996,5339.28,16.445,-63.159,65.26482442
12,TBOX4,50,3,-2,0.997,5241.69,64.342,-63.138,90.14599275
12,TBOX4,51,5,-2,0.992,5302.1,112.219,-63.122,128.7536052
12,TBOX4,52,-4,-3,0.993,5111.24,-103.308,-92.623,138.7500018
12,TBOX4,53,-2,-3,0.995,5395.39,-55.406,-92.624,107.9306732
12,TBOX4,54,0,-3,0.994,5302.79,-7.497,-92.642,92.94485017
12,TBOX4,55,2,-3,0.994,5262.69,40.396,-92.62,101.0460351
12,TBOX4,56,4,-3,0.991,5297.19,88.271,-92.596,127.9288422
12,TBOX4,57,5,-3,0.991,5183.03,112.211,-92.582,145.4741738
12,TBOX4,58,-3,-4,0.991,5165.41,-79.359,-122.1,145.6236962
12,TBOX4,59,-2,-4,0.99,5265.47,-55.409,-122.124,134.1060351
12,TBOX4,60,-1,-4,0.991,5375.07,-31.447,-122.122,126.1058948
12,TBOX4,61,0,-4,0.99,5382.97,-7.498,-122.116,122.3459744
12,TBOX4,62,1,-4,0.99,5334.21,16.448,-122.1,123.2028681
12,TBOX4,63,2,-4,0.989,5257.03,40.393,-122.094,128.6022523
12,TBOX4,64,3,-4,0.988,5245.25,64.323,-122.078,137.987269
12,TBOX3,1,-1,5,0.972,3794.78,-31.554,143.249,146.6830969
12,TBOX3,2,0,5,0.972,3671.29,-7.616,143.238,143.4403294
12,TBOX3,3,1,5,0.967,3625.33,16.33,143.23,144.1579058
12,TBOX3,4,-3,4,0.978,3416.15,-79.44,113.767,138.7575003
12,TBOX3,5,-2,4,0.981,3487.18,-55.5,113.76,126.5764101
12,TBOX3,6,-1,4,0.982,3499.7,-31.557,113.75,118.046206
12,TBOX3,7,0,4,0.982,3523.21,-7.613,113.751,114.0054725
12,TBOX3,8,1,4,0.983,3529.81,16.332,113.748,114.9144975
12,TBOX3,9,2,4,0.981,3565.12,40.272,113.743,120.6619411
12,TBOX3,10,3,4,0.979,3505.44,64.209,113.744,130.615823
12,TBOX3,11,4,4,0.972,3611.92,88.142,113.74,143.8950999
12,TBOX3,12,-4,3,0.978,3482.02,-103.387,84.286,133.3904103
12,TBOX3,13,-2,3,0.984,3477.95,-55.5,84.268,100.9026552
12,TBOX3,14,0,3,0.983,3388.27,-7.612,84.262,84.60512507
12,TBOX3,15,2,3,0.983,3438.86,40.266,84.263,93.38952792
12,TBOX3,16,4,3,0.98,3604.07,88.145,84.265,121.9431476
12,TBOX3,17,5,3,0.973,3646.28,112.086,84.266,140.2284927
12,TBOX3,18,-5,2,0.977,3427.96,-127.335,54.802,138.6270588
12,TBOX3,19,-3,2,0.984,3483.61,-79.445,54.789,96.50566069
12,TBOX3,20,-1,2,0.978,3497.86,-31.556,54.782,63.22063476
12,TBOX3,21,1,2,0.976,3530.64,16.317,54.779,57.15753082
12,TBOX3,22,3,2,0.981,3427.95,64.198,54.791,84.40045548
12,TBOX3,23,5,2,0.979,3589.34,112.096,54.767,124.7595187
12,TBOX3,24,6,2,0.954,3894.01,136.049,54.769,146.6593801
12,TBOX3,25,-5,1,0.979,3555.53,-127.345,25.314,129.836619
12,TBOX3,26,-4,1,0.983,3562.9,-103.398,25.304,106.4492312
12,TBOX3,27,-2,1,0.98,3526.87,-55.503,25.303,60.99856407
12,TBOX3,28,0,1,0.973,3728.04,-7.628,25.302,26.42683462
12,TBOX3,29,2,1,0.975,3608.55,40.256,25.302,47.54720539
12,TBOX3,30,4,1,0.981,3454.44,88.153,25.283,91.7070417
12,TBOX3,31,6,1,0.97,3641.8,136.052,25.297,138.3838318
12,TBOX3,32,-5,0,0.98,3579.56,-127.35,-4.177,127.4184831
12,TBOX3,33,-3,0,0.983,3433.52,-79.451,-4.186,79.56119655
12,TBOX3,34,-1,0,0.976,3699.06,-31.575,-4.179,31.85034797
12,TBOX3,35,1,0,0.972,3741.55,16.318,-4.178,16.84437022
12,TBOX3,36,3,0,0.978,3512.29,64.21,-4.201,64.34728045
12,TBOX3,37,5,0,0.979,3614.18,112.104,-4.182,112.1819769
12,TBOX3,38,6,0,0.972,3615.26,136.05,-4.167,136.1137994
12,TBOX3,39,-5,-1,0.98,3542.31,-127.349,-33.658,131.7217855
12,TBOX3,40,-4,-1,0.983,3565.79,-103.402,-33.67,108.7457701
12,TBOX3,41,-2,-1,0.98,3511.79,-55.527,-33.664,64.93467968
12,TBOX3,42,0,-1,0.976,3653.77,-7.634,-33.656,34.51093004
12,TBOX3,43,2,-1,0.975,3581.49,40.27,-33.675,52.4945571
12,TBOX3,44,4,-1,0.98,3487.02,88.166,-33.665,94.37465646
12,TBOX3,45,6,-1,0.973,3535.06,136.04,-33.643,140.138264
12,TBOX3,46,-5,-2,0.977,3590.77,-127.352,-63.145,142.1471876
12,TBOX3,47,-3,-2,0.984,3523.42,-79.475,-63.143,101.5052416
12,TBOX3,48,-1,-2,0.982,3453.62,-31.58,-63.142,70.5989275
12,TBOX3,49,1,-2,0.98,3461.44,16.323,-63.158,65.23322231
12,TBOX3,50,3,-2,0.98,3447.43,64.221,-63.138,90.05966847
12,TBOX3,51,5,-2,0.977,3613.83,112.101,-63.121,128.6502812
12,TBOX3,52,-4,-3,0.98,3381.77,-103.426,-92.621,138.8365482
12,TBOX3,53,-2,-3,0.983,3572.92,-55.526,-92.624,107.992324
12,TBOX3,54,0,-3,0.983,3427.74,-7.618,-92.641,92.95369172
12,TBOX3,55,2,-3,0.982,3454.18,40.272,-92.618,100.9946925
12,TBOX3,56,4,-3,0.978,3600.59,88.15,-92.596,127.8453821
12,TBOX3,57,5,-3,0.958,3692.98,112.091,-92.581,145.3809955
12,TBOX3,58,-3,-4,0.973,3555.5,-79.48,-122.097,145.6871573
12,TBOX3,59,-2,-4,0.979,3535.05,-55.526,-122.123,134.1535084
12,TBOX3,60,-1,-4,0.979,3612.49,-31.568,-122.123,126.1370911
12,TBOX3,61,0,-4,0.981,3586.99,-7.619,-122.113,122.3504554
12,TBOX3,62,1,-4,0.981,3570.21,16.328,-122.099,123.1859139
12,TBOX3,63,2,-4,0.979,3541.54,40.272,-122.093,128.5633487
12,TBOX3,64,3,-4,0.977,3575.47,64.202,-122.078,137.9309062
